site,estimate,agegroup,stage,sex,race,tt,PE,lci,uci,n_black
Breast,Model fit,75+,Distant,Female,White,3.049999952316284,0.3723757011282029,0.3496862519541105,0.3965373588919863,
Breast,Model fit,75+,Distant,Female,White,3.099999904632568,0.3677627451364022,0.345061062216472,0.3919579793834123,
Breast,Model fit,75+,Distant,Female,White,3.150000095367432,0.3632475290661365,0.3405339292117203,0.3874761251488016,
Breast,Model fit,75+,Distant,Female,White,3.200000047683716,0.3588317502557225,0.3361065783700823,0.3830934390394737,
Breast,Model fit,75+,Distant,Female,White,3.25,0.3545166897161676,0.3317803053974169,0.3788111628168028,
Breast,Model fit,75+,Distant,Female,White,3.299999952316284,0.3503014886081117,0.3275542148709788,0.3746284656095603,
Breast,Model fit,75+,Distant,Female,White,3.349999904632568,0.3461823381414531,0.3234243944398784,0.3705416576527314,
Breast,Model fit,75+,Distant,Female,White,3.400000095367432,0.3421553487919935,0.3193868376524624,0.3665469859918261,
Breast,Model fit,75+,Distant,Female,White,3.450000047683716,0.338216882101116,0.3154377847192643,0.3626409545071035,
Breast,Model fit,75+,Distant,Female,White,3.5,0.3343634246968322,0.3115736019304831,0.3588201923471626,
Breast,Model fit,75+,Distant,Female,White,3.549999952316284,0.3305916553557741,0.3077908511968619,0.3550815177445572,
Breast,Model fit,75+,Distant,Female,White,3.599999904632568,0.3268984160136592,0.3040862639814824,0.3514219057219463,
Breast,Model fit,75+,Distant,Female,White,3.650000095367432,0.3232806856812518,0.3004567173959825,0.3478384595302704,
Breast,Model fit,75+,Distant,Female,White,3.700000047683716,0.3197356406062254,0.2968992962080532,0.344328468203019,
Breast,Model fit,75+,Distant,Female,White,3.75,0.3162605428111459,0.2934111810554433,0.3408892959682427,
Breast,Model fit,75+,Distant,Female,White,3.799999952316284,0.3128528019318166,0.2899897122960244,0.3375184412634433,
Breast,Model fit,75+,Distant,Female,White,3.849999904632568,0.309509950724088,0.2866323656003525,0.3342135121293142,
Breast,Model fit,75+,Distant,Female,White,3.900000095367432,0.3062296229194106,0.2833367288728404,0.3309722051441155,
Breast,Model fit,75+,Distant,Female,White,3.950000047683716,0.3030096092356338,0.2801005587606626,0.3277923603415031,
Breast,Model fit,75+,Distant,Female,White,4.0,0.2998477576536936,0.2769216817526994,0.3246718610146234,
Breast,Model fit,75+,Distant,Female,White,4.050000190734863,0.2967420160481735,0.2737980345295891,0.321608678599986,
Breast,Model fit,75+,Distant,Female,White,4.099999904632568,0.2936904845721868,0.2707277166885656,0.3186009241435342,
Breast,Model fit,75+,Distant,Female,White,4.150000095367432,0.2906912497773635,0.2677088240470628,0.315646684407647,
Breast,Model fit,75+,Distant,Female,White,4.199999809265137,0.2877425976682558,0.2647396618077858,0.3127442331364373,
Breast,Model fit,75+,Distant,Female,White,4.25,0.2848427804399339,0.2618185089967939,0.3098918020717394,
Breast,Model fit,75+,Distant,Female,White,4.300000190734863,0.2819902104256247,0.2589438137006886,0.3070877718198858,
Breast,Model fit,75+,Distant,Female,White,4.349999904632568,0.2791833698326254,0.2561141006521988,0.3043305846597923,
Breast,Model fit,75+,Distant,Female,White,4.400000095367432,0.2764207288138842,0.2533278883201602,0.3016186643510509,
Breast,Model fit,75+,Distant,Female,White,4.449999809265137,0.2737009283505776,0.2505838732401472,0.2989505957080321,
Breast,Model fit,75+,Distant,Female,White,4.5,0.2710225661680615,0.2478807119384693,0.2963249169243727,
Breast,Model fit,75+,Distant,Female,White,4.550000190734863,0.2683843762632625,0.2452172030192108,0.2937402944628541,
Breast,Model fit,75+,Distant,Female,White,4.599999904632568,0.2657851464711263,0.2425922022512612,0.2911954441615231,
Breast,Model fit,75+,Distant,Female,White,4.650000095367432,0.2632236430913181,0.2400045466042539,0.2886890571973754,
Breast,Model fit,75+,Distant,Female,White,4.699999809265137,0.2606987809278021,0.2374532246736006,0.2862199680407127,
Breast,Model fit,75+,Distant,Female,White,4.75,0.2582094253728517,0.2349371769992206,0.2837869604247413,
Breast,Model fit,75+,Distant,Female,White,4.800000190734863,0.2557545595328343,0.2324554640786479,0.2813889317727694,
Breast,Model fit,75+,Distant,Female,White,4.849999904632568,0.2533332083306452,0.2300071887193619,0.2790248200520509,
Breast,Model fit,75+,Distant,Female,White,4.900000095367432,0.2509443686490762,0.2275914260686479,0.2766935347454126,
Breast,Model fit,75+,Distant,Female,White,4.949999809265137,0.2485871682505834,0.2252073833378834,0.2743941131189764,
Breast,Model fit,75+,Distant,Female,White,5.0,0.2462606816372701,0.2228542130791749,0.2721255410994066,
Breast,Model fit,75+,Localised,Female,Black,0.0,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.0500000007450581,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.1000000014901161,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.1500000059604645,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.2000000029802322,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.25,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.300000011920929,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.3499999940395355,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.4000000059604645,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.449999988079071,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.5,1.0,1.0,1.0,
