site,sex,agegroup,estimate,tt,PE,lci,uci,n_black
Oral cavity and pharynx,Female,75+,db,1.25,.3367376485804958,.2320903069591165,.4885694945954633,
Oral cavity and pharynx,Female,75+,db,1.3,.3272618949751361,.2237742546909418,.478608891137343,
Oral cavity and pharynx,Female,75+,db,1.35,.3184252260978178,.2161026520413771,.4691965769861647,
Oral cavity and pharynx,Female,75+,db,1.4,.3101735287673054,.2090120798898404,.460296926372239,
Oral cavity and pharynx,Female,75+,db,1.45,.3024580378760581,.2024462382118666,.4518773254758988,
Oral cavity and pharynx,Female,75+,db,1.5,.2952348902305783,.1963552292055722,.4439079150685947,
Oral cavity and pharynx,Female,75+,db,1.55,.2884644580363457,.1906946822904288,.4363611116510885,
Oral cavity and pharynx,Female,75+,db,1.6,.282110936725209,.1854251304192488,.4292114043011784,
Oral cavity and pharynx,Female,75+,db,1.65,.2761419686390617,.1805114484942508,.4224351833633709,
Oral cavity and pharynx,Female,75+,db,1.7,.2705281713254007,.1759222460361574,.4160104428499821,
Oral cavity and pharynx,Female,75+,db,1.75,.265242926907733,.1716295051092819,.4099167577846511,
Oral cavity and pharynx,Female,75+,db,1.8,.2602619993925687,.1676081034109053,.404135044483835,
Oral cavity and pharynx,Female,75+,db,1.85,.2555633245839543,.1638355024190207,.3986474964709543,
Oral cavity and pharynx,Female,75+,db,1.9,.2511268161780904,.1602914682085212,.393437520465558,
Oral cavity and pharynx,Female,75+,db,1.95,.2469340903460996,.1569577452204517,.3884895574245951,
Oral cavity and pharynx,Female,75+,db,2,.2429683745476299,.1538178930015335,.3837891020242284,
Oral cavity and pharynx,Female,75+,db,2.05,.239142185875948,.150815140032369,.3791992306160521,
Oral cavity and pharynx,Female,75+,db,2.0999999,.2355136801865025,.1479777500511524,.3748313076514319,
Oral cavity and pharynx,Female,75+,db,2.1500001,.2320675583176982,.1452915324281421,.3706709587509782,
Oral cavity and pharynx,Female,75+,db,2.2,.2287899894234658,.1427437933139754,.3667049757130476,
Oral cavity and pharynx,Female,75+,db,2.25,.2256683606245912,.1403230889316025,.3629210942741821,
Oral cavity and pharynx,Female,75+,db,2.3,.2226912094123759,.1380191290554768,.3593079820813342,
Oral cavity and pharynx,Female,75+,db,2.3499999,.2198480886273476,.1358226344247447,.355855136206168,
Oral cavity and pharynx,Female,75+,db,2.4000001,.217129449486168,.1337252138694965,.3525527944204732,
Oral cavity and pharynx,Female,75+,db,2.45,.2145266006312296,.1317193048264078,.3493919318739407,
Oral cavity and pharynx,Female,75+,db,2.5,.2120315487519502,.1297980265362858,.3463641078825074,
Oral cavity and pharynx,Female,75+,db,2.55,.2096369785372803,.1279551441554157,.3434614767567359,
Oral cavity and pharynx,Female,75+,db,2.5999999,.2073361750462736,.1261849913294763,.3406767241483901,
Oral cavity and pharynx,Female,75+,db,2.6500001,.2051229560512267,.1244824029608811,.3380030116579271,
Oral cavity and pharynx,Female,75+,db,2.7,.2029916627394626,.1228426949896846,.3354339885264798,
Oral cavity and pharynx,Female,75+,db,2.75,.2009370508066662,.1212615693618347,.3329636800790772,
Oral cavity and pharynx,Female,75+,db,2.8,.1989542922432485,.1197351056974194,.3305865073693678,
Oral cavity and pharynx,Female,75+,db,2.8499999,.1970389280142467,.1182597165120048,.3282972452336493,
Oral cavity and pharynx,Female,75+,db,2.9000001,.1951868265662668,.1168321080455045,.3260909856233297,
Oral cavity and pharynx,Female,75+,db,2.95,.1933941893691255,.1154492783289128,.3239631552757354,
Oral cavity and pharynx,Female,75+,db,3,.1916574714231055,.1141084505424379,.3219094307010796,
Oral cavity and pharynx,Female,75+,db,3.05,.1899115466550849,.11277376946849,.3198119183468791,
Oral cavity and pharynx,Female,75+,db,3.0999999,.1882164323196495,.1114770638317788,.3177821892456271,
Oral cavity and pharynx,Female,75+,db,3.1500001,.1865692375948839,.1102161285136033,.3158165768128944,
Oral cavity and pharynx,Female,75+,db,3.2,.1849672965731204,.1089889459522124,.3139116586793101,
Oral cavity and pharynx,Female,75+,db,3.25,.1834081048105347,.1077936348821705,.3120641858581208,
Oral cavity and pharynx,Female,75+,db,3.3,.1818893361292553,.1066284608675997,.3102711070604423,
Oral cavity and pharynx,Female,75+,db,3.3499999,.1804088211794415,.1054918178855412,.3085295467622863,
Oral cavity and pharynx,Female,75+,db,3.4000001,.1789645283818613,.1043822119843285,.3068367857901944,
Oral cavity and pharynx,Female,75+,db,3.45,.177554580141779,.103298272281915,.3051902827889098,
Oral cavity and pharynx,Female,75+,db,3.5,.1761772013654364,.1022387101559716,.303587616017519,
Oral cavity and pharynx,Female,75+,db,3.55,.1748307378804932,.1012023323154181,.3020265067861586,
Oral cavity and pharynx,Female,75+,db,3.5999999,.1735136409750952,.100188028003437,.3005048028632862,
Oral cavity and pharynx,Female,75+,db,3.6500001,.1722244535480184,.0991947575580643,.299020463682782,
Oral cavity and pharynx,Female,75+,db,3.7,.1709618274501829,.098221565125237,.2975715812290217,
Oral cavity and pharynx,Female,75+,db,3.75,.1697244800881005,.0972675446742671,.2961563308464698,
Oral cavity and pharynx,Female,75+,db,3.8,.1685112131518795,.0963318539658633,.2947729934480524,
Oral cavity and pharynx,Female,75+,db,3.8499999,.1673209009024086,.0954137051466229,.293419942510057,
Oral cavity and pharynx,Female,75+,db,3.9000001,.1661524795923223,.0945123562780581,.2920956323790883,
Oral cavity and pharynx,Female,75+,db,3.95,.1650049649904835,.0936271246037328,.2907986183143469,
Oral cavity and pharynx,Female,75+,db,4,.1638774146700543,.0927573572552037,.289527513866662,
Oral cavity and pharynx,Female,75+,db,4.0500002,.1627117597516942,.0918735516814306,.2881690788802301,
Oral cavity and pharynx,Female,75+,db,4.0999999,.1615652532825381,.0910046567574755,.2868351136998981,
Oral cavity and pharynx,Female,75+,db,4.1500001,.1604370672708412,.090150100922303,.2855243897802489,
Oral cavity and pharynx,Female,75+,db,4.1999998,.1593264628122625,.0893093778008874,.2842357922239946,
Oral cavity and pharynx,Female,75+,db,4.25,.1582327010083707,.0884819786648358,.2829682161973938,
Oral cavity and pharynx,Female,75+,db,4.3000002,.1571551147755086,.087667446759668,.2817206501725751,
Oral cavity and pharynx,Female,75+,db,4.3499999,.1560930738223933,.0868653507423062,.2804921350931305,
Oral cavity and pharynx,Female,75+,db,4.4000001,.1550459525912854,.0860752604860388,.2792817271675665,
Oral cavity and pharynx,Female,75+,db,4.4499998,.1540131986043763,.0852967986846545,.2780885767125333,
Oral cavity and pharynx,Female,75+,db,4.5,.1529942505075316,.0845295790305843,.2769118331926411,
Oral cavity and pharynx,Female,75+,db,4.5500002,.1519886054606584,.0837732570553264,.2757507228663606,
Oral cavity and pharynx,Female,75+,db,4.5999999,.1509957872528452,.08302750609189,.2746045117008946,
Oral cavity and pharynx,Female,75+,db,4.6500001,.150015316824453,.0822919952083693,.2734724711067917,
Oral cavity and pharynx,Female,75+,db,4.6999998,.149046776719868,.0815664376418749,.2723539521012182,
Oral cavity and pharynx,Female,75+,db,4.75,.1480897348364839,.0808505336465494,.2712482970095534,
Oral cavity and pharynx,Female,75+,db,4.8000002,.14714380803605,.0801440182211547,.2701549126673922,
Oral cavity and pharynx,Female,75+,db,4.8499999,.1462086327137637,.0794466390701749,.2690732362025547,
Oral cavity and pharynx,Female,75+,db,4.9000001,.1452838373584778,.0787581362415528,.2680027030206483,
Oral cavity and pharynx,Female,75+,db,4.9499998,.1443691036504897,.0780782877167712,.2669428172458361,
Oral cavity and pharynx,Female,75+,db,5,.1434640948756396,.0774068561721819,.2658930686024057,
Oral cavity and pharynx,Female,75+,dw,0,1,1,1,
Oral cavity and pharynx,Female,75+,dw,.050000001,.9759487971831654,.9658383831549497,.9861650472121083,
Oral cavity and pharynx,Female,75+,dw,.1,.9370091549395549,.9182782299097408,.9561221510465708,
Oral cavity and pharynx,Female,75+,dw,.15000001,.8939961925970735,.8691908620803105,.9195094279583182,
Oral cavity and pharynx,Female,75+,dw,.2,.8507956536537429,.8215700065420534,.8810609424786103,
Oral cavity and pharynx,Female,75+,dw,.25,.8091544314914895,.7765187952958981,.8431616825872522,
Oral cavity and pharynx,Female,75+,dw,.30000001,.7698543721682802,.7344532634266884,.806961836593128,
Oral cavity and pharynx,Female,75+,dw,.34999999,.7331924711289617,.6954805334641196,.7729493118126606,
Oral cavity and pharynx,Female,75+,dw,.40000001,.6992128751051502,.6595478867033345,.7412633025882434,
Oral cavity and pharynx,Female,75+,dw,.44999999,.667828725371123,.6265148113370345,.711866979615419,
Oral cavity and pharynx,Female,75+,dw,.5,.6388885028455707,.5961938340955171,.6846406247852271,
Oral cavity and pharynx,Female,75+,dw,.55000001,.612213193181663,.5683763359093151,.6594310322685366,
Oral cavity and pharynx,Female,75+,dw,.60000002,.587616831441097,.5428488702282451,.6360767416678849,
Oral cavity and pharynx,Female,75+,dw,.64999998,.5649178026730428,.5194034020958248,.6144205495944407,
Oral cavity and pharynx,Female,75+,dw,.69999999,.5439445814337294,.4978431548670882,.5943151066325428,
Oral cavity and pharynx,Female,75+,dw,.75,.5245419902140805,.4779893191654442,.5756285516549674,
Oral cavity and pharynx,Female,75+,dw,.80000001,.5065756319308357,.4596867959333293,.558247209048276,
Oral cavity and pharynx,Female,75+,dw,.85000002,.4899225447373043,.4427956715836674,.5420651448182071,
Oral cavity and pharynx,Female,75+,dw,.89999998,.474469803395779,.4271891564205381,.5269834005636898,
Oral cavity and pharynx,Female,75+,dw,.94999999,.4601142409730741,.4127525689625912,.5129104714679934,
Oral cavity and pharynx,Female,75+,dw,1,.4467620775464313,.3993823609811051,.4997625669878958,
Oral cavity and pharynx,Female,75+,dw,1.05,.434205594921339,.3868780512794286,.4873228089251876,
Oral cavity and pharynx,Female,75+,dw,1.1,.4224976012809818,.3752690171649983,.4756700258302932,
Oral cavity and pharynx,Female,75+,dw,1.15,.4115676143917086,.3644779087988348,.4647412013921861,
Oral cavity and pharynx,Female,75+,dw,1.2,.4013513622419838,.3544338874635291,.4544794436171722,
Oral cavity and pharynx,Female,75+,dw,1.25,.3917887310046025,.3450695511236152,.4448332495358557,
Oral cavity and pharynx,Female,75+,dw,1.3,.3828249367143765,.3363234458413779,.4357559188409566,
Oral cavity and pharynx,Female,75+,dw,1.35,.3744107746698753,.3281408196264288,.4272050894140135,
Oral cavity and pharynx,Female,75+,dw,1.4,.3665020321875521,.3204729276281175,.4191422364184133,
Oral cavity and pharynx,Female,75+,dw,1.45,.3590587868442183,.3132762073193378,.4115320902063401,
Oral cavity and pharynx,Female,75+,dw,1.5,.3520450623037535,.306511799892644,.4043424296743628,
Oral cavity and pharynx,Female,75+,dw,1.55,.345428266567141,.3001448695307853,.3975436512711783,
Oral cavity and pharynx,Female,75+,dw,1.6,.3391788680938893,.2941441663365434,.3911085709917732,
Oral cavity and pharynx,Female,75+,dw,1.65,.3332701014813592,.2884816322713268,.3850122438191536,
Oral cavity and pharynx,Female,75+,dw,1.7,.3276775711318669,.2831319246718012,.3792316629336061,
Oral cavity and pharynx,Female,75+,dw,1.75,.3223791056417768,.2780721945943835,.3737457026438379,
Oral cavity and pharynx,Female,75+,dw,1.8,.3173544348779282,.2732817083389999,.3685348644401619,
Oral cavity and pharynx,Female,75+,dw,1.85,.3125850321777525,.2687416386024191,.3635811809799949,
Oral cavity and pharynx,Female,75+,dw,1.9,.308053968255409,.2644348765016811,.3588681213814898,
Oral cavity and pharynx,Female,75+,dw,1.95,.3037456762386478,.2603457677705783,.3543803942877076,
Oral cavity and pharynx,Female,75+,dw,2,.2996458993768762,.2564600300045357,.3501039324209277,
Oral cavity and pharynx,Female,75+,dw,2.05,.2956535599272496,.2526914186577384,.3459200473129281,
Oral cavity and pharynx,Female,75+,dw,2.0999999,.2918446117322634,.249100874712887,.3419228354590328,
Oral cavity and pharynx,Female,75+,dw,2.1500001,.2882054911027117,.2456748463638393,.3380989398432005,
Oral cavity and pharynx,Female,75+,dw,2.2,.2847239050493243,.2424010593370166,.3344362534069047,
Oral cavity and pharynx,Female,75+,dw,2.25,.2813885999490214,.2392682928163135,.3309236808993183,
Oral cavity and pharynx,Female,75+,dw,2.3,.2781893189309979,.2362663331556583,.3275510993616952,
Oral cavity and pharynx,Female,75+,dw,2.3499999,.2751166845628136,.2333858574917682,.3243092402353657,
Oral cavity and pharynx,Female,75+,dw,2.4000001,.2721620969560846,.2306183322721097,.3211895875308576,
Oral cavity and pharynx,Female,75+,dw,2.45,.269317711504464,.2279559867568993,.3181843598929145,
Oral cavity and pharynx,Female,75+,dw,2.5,.2665762851205701,.2253916637687915,.315286353543139,
Oral cavity and pharynx,Female,75+,dw,2.55,.2639311714881807,.2229188104339777,.3124889422633747,
Oral cavity and pharynx,Female,75+,dw,2.5999999,.2613762518049961,.2205314088761713,.3097860089670453,
Oral cavity and pharynx,Female,75+,dw,2.6500001,.2589058742098834,.2182239154562506,.3071718860888213,
Oral cavity and pharynx,Female,75+,dw,2.7,.256514856707419,.2159912596825498,.304641362841886,
Oral cavity and pharynx,Female,75+,dw,2.75,.254198377321367,.2138287381324608,.3021895728196636,
Oral cavity and pharynx,Female,75+,dw,2.8,.2519519864262358,.2117320228140821,.2998120105803106,
Oral cavity and pharynx,Female,75+,dw,2.8499999,.2497715631889914,.2096971176088903,.2975044888038433,
Oral cavity and pharynx,Female,75+,dw,2.9000001,.2476532771997393,.2077203198394851,.2952631006690392,
Oral cavity and pharynx,Female,75+,dw,2.95,.2455936029786993,.2057982314285449,.2930842379226243,
Oral cavity and pharynx,Female,75+,dw,3,.2435892363000596,.2039276786592975,.2909645048251573,
Oral cavity and pharynx,Female,75+,dw,3.05,.2415583472919721,.202041805914343,.2888037695088069,
Oral cavity and pharynx,Female,75+,dw,3.0999999,.2395781826133261,.2002030190632905,.2866975026293634,
Oral cavity and pharynx,Female,75+,dw,3.1500001,.2376460260588268,.1984087373942891,.2846428763332181,
Oral cavity and pharynx,Female,75+,dw,3.2,.2357593719226029,.196656587605963,.2826372720384519,
Oral cavity and pharynx,Female,75+,dw,3.25,.2339158553126515,.1949443377247554,.2806782079708541,
Oral cavity and pharynx,Female,75+,dw,3.3,.2321132760975274,.1932699181070494,.2787633661172533,
Oral cavity and pharynx,Female,75+,dw,3.3499999,.2303495776312619,.1916314005696748,.2768905709459054,
Oral cavity and pharynx,Female,75+,dw,3.4000001,.2286228277085246,.190026979696902,.2750577703903476,
Oral cavity and pharynx,Female,75+,dw,3.45,.2269312413745677,.1884549931384287,.2732630611382892,
Oral cavity and pharynx,Female,75+,dw,3.5,.2252731224431263,.1869138664634408,.2715046275349601,
Oral cavity and pharynx,Female,75+,dw,3.55,.2236468882771965,.185402135459363,.269780768771328,
Oral cavity and pharynx,Female,75+,dw,3.5999999,.2220510538469022,.1839184306682917,.2680898827559458,
Oral cavity and pharynx,Female,75+,dw,3.6500001,.2204842173357111,.1824614634223364,.2664304515722195,
Oral cavity and pharynx,Female,75+,dw,3.7,.2189450834696213,.1810300470186903,.2648010668116891,
Oral cavity and pharynx,Female,75+,dw,3.75,.2174324128024118,.1796230490960185,.2632003764272273,
Oral cavity and pharynx,Female,75+,dw,3.8,.2159450463069513,.1782394140845835,.2616271112874169,
Oral cavity and pharynx,Female,75+,dw,3.8499999,.2144818928411339,.1768781511800964,.2600800723537423,
Oral cavity and pharynx,Female,75+,dw,3.9000001,.213041917731718,.1755383233931691,.2585581190105766,
Oral cavity and pharynx,Female,75+,dw,3.95,.2116241658814362,.1742190687578255,.2570601938371457,
Oral cavity and pharynx,Female,75+,dw,4,.2102277166564608,.1729195580965588,.2555852752405841,
Oral cavity and pharynx,Female,75+,dw,4.0500002,.2087773304522134,.171579797272901,.2540390792129519,
Oral cavity and pharynx,Female,75+,dw,4.0999999,.2073476274058327,.1702592253986305,.2525151779010374,
Oral cavity and pharynx,Female,75+,dw,4.1500001,.2059377889703052,.1689571098373495,.2510126562108295,
Oral cavity and pharynx,Female,75+,dw,4.1999998,.2045470940844246,.1676728081704493,.2495307030096979,
Oral cavity and pharynx,Female,75+,dw,4.25,.2031748088298561,.1664056661326672,.2480684937142586,
Oral cavity and pharynx,Female,75+,dw,4.3000002,.2018202771799261,.1651551012870684,.246625287160727,
Oral cavity and pharynx,Female,75+,dw,4.3499999,.2004828780812167,.1639205632644365,.245200380008993,
Oral cavity and pharynx,Female,75+,dw,4.4000001,.1991619857519996,.1627014970211644,.2437930645685452,
Oral cavity and pharynx,Female,75+,dw,4.4499998,.197857056524858,.1614974229082838,.2424027214286453,
Oral cavity and pharynx,Female,75+,dw,4.5,.1965675261412313,.160307841807825,.2410287101213884,
Oral cavity and pharynx,Female,75+,dw,4.5500002,.195292895474294,.159132314171594,.2396704605301442,
Oral cavity and pharynx,Female,75+,dw,4.5999999,.1940326909017427,.1579704233881991,.2383274307371621,
Oral cavity and pharynx,Female,75+,dw,4.6500001,.1927864273490895,.1568217416761793,.2369990676852128,
Oral cavity and pharynx,Female,75+,dw,4.6999998,.1915536906477055,.1556859059695498,.235684894995784,
Oral cavity and pharynx,Female,75+,dw,4.75,.1903340410900779,.1545625289936524,.2343844102031175,
Oral cavity and pharynx,Female,75+,dw,4.8000002,.1891270947932115,.1534512742165814,.2330971715128015,
Oral cavity and pharynx,Female,75+,dw,4.8499999,.1879324867107109,.1523518217309892,.2318227584021565,
Oral cavity and pharynx,Female,75+,dw,4.9000001,.1867498359022084,.1512638362931299,.2305607345692167,
Oral cavity and pharynx,Female,75+,dw,4.9499998,.1855788239703955,.1501870394902954,.2293107316258164,
Oral cavity and pharynx,Female,75+,dw,5,.1844191038547071,.1491211258287522,.2280723517714728,
Oral cavity and pharynx,Female,75+,lb,0,1,1,1,
Oral cavity and pharynx,Female,75+,lb,.050000001,.9933399484405082,.9853728804957805,1.001371432783223,
Oral cavity and pharynx,Female,75+,lb,.1,.9857029289493453,.9725939393576513,.9989886064692293,
Oral cavity and pharynx,Female,75+,lb,.15000001,.9780471994016877,.9612447747465654,.99514332809735,
Oral cavity and pharynx,Female,75+,lb,.2,.9705438096354227,.9507707282600901,.9907281097572465,
Oral cavity and pharynx,Female,75+,lb,.25,.9632430575633413,.9408970126049123,.9861198149361945,
Oral cavity and pharynx,Female,75+,lb,.30000001,.9561575274471235,.9314827593895348,.9814859245413835,
Oral cavity and pharynx,Female,75+,lb,.34999999,.9492854393767733,.9224523229625642,.9768991014284915,
Oral cavity and pharynx,Female,75+,lb,.40000001,.9426191421114022,.9137622812009304,.9723873105235493,
Oral cavity and pharynx,Female,75+,lb,.44999999,.9361487108041097,.9053851923793896,.9679575236226787,
Oral cavity and pharynx,Female,75+,lb,.5,.9298635299559188,.8973014354073312,.9636072675505913,
Oral cavity and pharynx,Female,75+,lb,.55000001,.923753078004324,.8894952217568731,.9593303350601942,
Oral cavity and pharynx,Female,75+,lb,.60000002,.9178072644941411,.8819526209750757,.9551195321885935,
Oral cavity and pharynx,Female,75+,lb,.64999998,.912016593457072,.8746606614712992,.9509679620687225,
Oral cavity and pharynx,Female,75+,lb,.69999999,.9063721883635928,.8676069020094744,.946869534966006,
Oral cavity and pharynx,Female,75+,lb,.75,.9008664018736404,.8607803200716455,.9428192711901344,
Oral cavity and pharynx,Female,75+,lb,.80000001,.8954934690861392,.8541724579622779,.9388134043668056,
Oral cavity and pharynx,Female,75+,lb,.85000002,.8902480107514095,.8477749150337179,.9348489871457455,
Oral cavity and pharynx,Female,75+,lb,.89999998,.8851248128147567,.8415790762615666,.9309237317787825,
Oral cavity and pharynx,Female,75+,lb,.94999999,.8801188269519501,.8355762267953665,.9270358881871101,
Oral cavity and pharynx,Female,75+,lb,1,.8752252210898995,.8297577061332881,.9231841801163266,
Oral cavity and pharynx,Female,75+,lb,1.05,.8701745782299496,.8238652554736412,.9190869399661152,
Oral cavity and pharynx,Female,75+,lb,1.1,.8652304650931437,.8181439392997643,.9150269552397252,
Oral cavity and pharynx,Female,75+,lb,1.15,.8603885805426876,.8125854698435234,.911003872209051,
Oral cavity and pharynx,Female,75+,lb,1.2,.855644761579775,.8071816608699993,.9070175816801949,
Oral cavity and pharynx,Female,75+,lb,1.25,.8509949917079059,.8019241163747627,.9030685835784273,
Oral cavity and pharynx,Female,75+,lb,1.3,.8464353958085404,.7968046452359234,.8991575081310278,
Oral cavity and pharynx,Female,75+,lb,1.35,.8419623025045859,.7918155320150352,.8952849371807512,
Oral cavity and pharynx,Female,75+,lb,1.4,.8375722640321432,.7869495672655881,.8914514050926104,
Oral cavity and pharynx,Female,75+,lb,1.45,.8332619712242559,.782199952548102,.8876573188565038,
Oral cavity and pharynx,Female,75+,lb,1.5,.8290283268520681,.7775603755264802,.8839030232961422,
Oral cavity and pharynx,Female,75+,lb,1.55,.8248683632655207,.7730249089899139,.8801887349340468,
Oral cavity and pharynx,Female,75+,lb,1.6,.8207792645812496,.7685880231960887,.8765145706605194,
Oral cavity and pharynx,Female,75+,lb,1.65,.8167583862280108,.7642445930340096,.8728805771794294,
Oral cavity and pharynx,Female,75+,lb,1.7,.8128031787143073,.7599898010763417,.8692866751533147,
Oral cavity and pharynx,Female,75+,lb,1.75,.8089112564604204,.7558191975009267,.8657327347491378,
Oral cavity and pharynx,Female,75+,lb,1.8,.8050803239931523,.7517286063627224,.8622185222098269,
Oral cavity and pharynx,Female,75+,lb,1.85,.8013081979534022,.7477141356885935,.8587437330123545,
Oral cavity and pharynx,Female,75+,lb,1.9,.7975928269257974,.7437721852366105,.8553080233312437,
Oral cavity and pharynx,Female,75+,lb,1.95,.7939322227419189,.7398993609906136,.8519109591661349,
Oral cavity and pharynx,Female,75+,lb,2,.7903245256789203,.7360925326197285,.8485520885079954,
Oral cavity and pharynx,Female,75+,lb,2.05,.7865095518445389,.7321097752909387,.8449515305226846,
Oral cavity and pharynx,Female,75+,lb,2.0999999,.7827460484349174,.7281891531842637,.841390418493971,
Oral cavity and pharynx,Female,75+,lb,2.1500001,.7790316969141492,.7243270468525856,.8378679043314153,
Oral cavity and pharynx,Female,75+,lb,2.2,.7753643846370811,.7205201860700137,.8343831867400606,
Oral cavity and pharynx,Female,75+,lb,2.25,.7717420869764047,.7167655141960045,.8309354133461134,
Oral cavity and pharynx,Female,75+,lb,2.3,.7681629275835964,.7130602388791537,.8275237506459882,
Oral cavity and pharynx,Female,75+,lb,2.3499999,.7646251506549148,.7094017923103478,.824147369447692,
Oral cavity and pharynx,Female,75+,lb,2.4000001,.7611270952599067,.7057877947528356,.8208054311022154,
Oral cavity and pharynx,Female,75+,lb,2.45,.7576672535401352,.7022161056162719,.8174971529359198,
Oral cavity and pharynx,Female,75+,lb,2.5,.7542441629977685,.6986847039797681,.8142217142808348,
Oral cavity and pharynx,Female,75+,lb,2.55,.750856466381816,.695191743039916,.8109783218110176,
Oral cavity and pharynx,Female,75+,lb,2.5999999,.7475028884741528,.6917355193797475,.807766194770829,
Oral cavity and pharynx,Female,75+,lb,2.6500001,.7441822144151488,.6883144445178606,.8045845509456893,
Oral cavity and pharynx,Female,75+,lb,2.7,.7408933474436854,.6849270988425749,.8014326681100921,
Oral cavity and pharynx,Female,75+,lb,2.75,.7376352088977465,.6815721235713196,.7983097937670965,
Oral cavity and pharynx,Female,75+,lb,2.8,.7344067970973378,.6782482768765568,.7952152066004204,
Oral cavity and pharynx,Female,75+,lb,2.8499999,.7312071671925592,.6749544090151197,.7921482017340079,
Oral cavity and pharynx,Female,75+,lb,2.9000001,.7280354121970214,.671689439089697,.7891080766897486,
Oral cavity and pharynx,Female,75+,lb,2.95,.7248907197468736,.6684524101195817,.7860941895342077,
Oral cavity and pharynx,Female,75+,lb,3,.7217722780369312,.6652423891843741,.7831058721037645,
Oral cavity and pharynx,Female,75+,lb,3.05,.718419442424902,.6618211070838693,.7798580156022447,
Oral cavity and pharynx,Female,75+,lb,3.0999999,.7150940051134802,.6584278520059627,.7766370067598648,
Oral cavity and pharynx,Female,75+,lb,3.1500001,.7117952413884913,.6550618356832481,.7734421974604088,
Oral cavity and pharynx,Female,75+,lb,3.2,.7085225097599813,.6517223692296072,.7702730035643791,
Oral cavity and pharynx,Female,75+,lb,3.25,.7052751552739421,.6484087626405168,.7671288133446356,
Oral cavity and pharynx,Female,75+,lb,3.3,.7020525704091629,.6451203852790168,.7640090483343528,
Oral cavity and pharynx,Female,75+,lb,3.3499999,.6988541772952112,.641856646249371,.7609131477828723,
Oral cavity and pharynx,Female,75+,lb,3.4000001,.695679410783646,.6386169757949272,.7578405537777207,
Oral cavity and pharynx,Female,75+,lb,3.45,.6925277771745463,.6354008840381175,.7547907694279307,
Oral cavity and pharynx,Female,75+,lb,3.5,.6893987617971294,.6322078656108259,.7517632706265348,
Oral cavity and pharynx,Female,75+,lb,3.55,.6862918881922361,.629037459100397,.7487575644096764,
Oral cavity and pharynx,Female,75+,lb,3.5999999,.6832067015401192,.6258892292960291,.7457731738798767,
Oral cavity and pharynx,Female,75+,lb,3.6500001,.6801427528176164,.622762750273629,.7428096237404548,
Oral cavity and pharynx,Female,75+,lb,3.7,.6770996559413535,.6196576630401734,.7398664963273056,
Oral cavity and pharynx,Female,75+,lb,3.75,.6740769989966143,.6165735843621456,.7369433464236782,
Oral cavity and pharynx,Female,75+,lb,3.8,.6710744017369649,.6135101649194628,.7340397574761338,
Oral cavity and pharynx,Female,75+,lb,3.8499999,.668091499953841,.6104670728980662,.7311553270050039,
Oral cavity and pharynx,Female,75+,lb,3.9000001,.6651279304847548,.6074439782954089,.7282896525740018,
Oral cavity and pharynx,Female,75+,lb,3.95,.6621833867994825,.6044406092696922,.7254423859492651,
Oral cavity and pharynx,Female,75+,lb,4,.6592575334226121,.6014566645362321,.7226131507073601,
Oral cavity and pharynx,Female,75+,lb,4.0500002,.6560916260982306,.5982585602340643,.7195153574865816,
Oral cavity and pharynx,Female,75+,lb,4.0999999,.652946528894735,.5950820832004168,.7164375833713295,
Oral cavity and pharynx,Female,75+,lb,4.1500001,.6498218686785976,.5919268922310069,.7133794165380629,
Oral cavity and pharynx,Female,75+,lb,4.1999998,.6467174032507815,.5887927776331965,.7103405740618466,
Oral cavity and pharynx,Female,75+,lb,4.25,.6436327823472344,.5856794197459332,.707320668176712,
Oral cavity and pharynx,Female,75+,lb,4.3000002,.6405677548097577,.58258659798234,.7043194092055858,
Oral cavity and pharynx,Female,75+,lb,4.3499999,.6375220784015421,.579514099649669,.7013365174292081,
Oral cavity and pharynx,Female,75+,lb,4.4000001,.6344954330183907,.5764616323458547,.6983716381659553,
Oral cavity and pharynx,Female,75+,lb,4.4499998,.6314876230948134,.5734290280615839,.6954245401038717,
Oral cavity and pharynx,Female,75+,lb,4.5,.6284983462443777,.5704160097961947,.6924948887270044,
Oral cavity and pharynx,Female,75+,lb,4.5500002,.6255273940943622,.567422394029613,.6895824431315322,
Oral cavity and pharynx,Female,75+,lb,4.5999999,.6225745650598572,.5644480027102795,.6866869706303446,
Oral cavity and pharynx,Female,75+,lb,4.6500001,.6196395802863101,.5614925786067718,.6838081643217713,
Oral cavity and pharynx,Female,75+,lb,4.6999998,.6167222800063207,.5585559830659979,.6809458356679239,
Oral cavity and pharynx,Female,75+,lb,4.75,.6138223992875159,.5556379701992736,.6780996945402331,
Oral cavity and pharynx,Female,75+,lb,4.8000002,.6109397629027314,.5527383830712974,.6752695403957513,
Oral cavity and pharynx,Female,75+,lb,4.8499999,.6080742008384366,.5498570686153085,.6724551794095259,
Oral cavity and pharynx,Female,75+,lb,4.9000001,.6052254667796779,.5469937957325737,.6696563443614684,
Oral cavity and pharynx,Female,75+,lb,4.9499998,.6023934287514398,.5441484469752952,.6668728818762776,
Oral cavity and pharynx,Female,75+,lb,5,.5995778515288223,.5413207998708344,.6641045386205333,
Oral cavity and pharynx,Female,75+,lw,0,1,1,1,
Oral cavity and pharynx,Female,75+,lw,.050000001,.9953810777914428,.9939968292729651,.996767254026292,
